GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Pope County, Illinois",Total,05000US17151,4255,3515,102,4250,9,3510,102,17151,2142,0.61025641,,
"Jefferson County, Nebraska",Total,05000US31095,7355,5760,44,7315,34,5725,56,31095,3494,0.610305677,,
"Jackson County, Georgia",Total,05000US13157,62130,46135,24,60370,415,44550,325,13157,27190,0.610325477,,
"Warren County, North Carolina",Total,05000US37185,20325,16470,25,19925,124,16125,93,37185,9842,0.610356589,,
"Middlesex County, New Jersey",Total,05000US34023,831850,647780,40,704815,2918,534210,2492,34023,326102,0.610437843,,
"Issaquena County, Mississippi",Total,05000US28055,1350,1145,141,1350,167,1145,141,28055,699,0.610480349,,
"Virginia Beach city, Virginia",Total,05000US51810,449735,346945,,434120,1167,332915,989,51810,203262,0.610552243,,
"Ogemaw County, Michigan",Total,05000US26129,21105,17125,42,20945,55,17010,66,26129,10387,0.6106408,,
"Terrell County, Georgia",Total,05000US13273,9130,6885,30,9105,25,6860,33,13273,4189,0.610641399,,
"Monroe County, Alabama",Total,05000US01099,21975,16830,,21970,12,16820,11,01099,10271,0.610642093,,
"Martin County, Indiana",Total,05000US18101,10220,7900,38,10195,26,7875,45,18101,4809,0.610666667,,
"Lafayette Parish, Louisiana",Total,05000US22055,234965,178770,,228615,841,172930,773,22055,105603,0.610669057,,
"Trigg County, Kentucky",Total,05000US21221,14265,11085,37,14240,35,11055,52,21221,6751,0.610673903,,
"Tucker County, West Virginia",Total,05000US54093,6920,5690,39,6920,16,5690,39,54093,3475,0.610720562,,
"Wilson County, Tennessee",Total,05000US47189,125615,95225,46,122945,512,92880,369,47189,56734,0.61083118,,
"Seward County, Nebraska",Total,05000US31159,17115,13100,43,16975,72,12965,83,31159,7922,0.611029695,,
"Lancaster County, Pennsylvania",Total,05000US42071,533110,404575,,521970,949,394585,791,42071,241112,0.611052118,,
"Loudon County, Tennessee",Total,05000US47105,50635,40540,69,48015,345,38270,304,47105,23391,0.611209825,,
"Hutchinson County, South Dakota",Total,05000US46067,7265,5575,67,7190,55,5505,83,46067,3365,0.611262489,,
"Osborne County, Kansas",Total,05000US20141,3745,2950,22,3720,18,2925,27,20141,1788,0.611282051,,
"McCormick County, South Carolina",Total,05000US45065,9805,8545,21,9790,16,8530,24,45065,5216,0.611488863,,
"Big Horn County, Wyoming",Total,05000US56003,11930,8910,13,11705,71,8695,66,56003,5317,0.611500863,,
"Rogers County, Oklahoma",Total,05000US40131,89970,67850,,88855,187,66820,161,40131,40862,0.611523496,,
"Bedford County, Pennsylvania",Total,05000US42009,48850,38780,15,48715,57,38650,60,42009,23637,0.61156533,,
"Stafford County, Kansas",Total,05000US20185,4285,3255,,4115,35,3100,32,20185,1896,0.611612903,,
"Klamath County, Oregon",Total,05000US41035,65945,51650,19,64035,263,49870,240,41035,30507,0.611730499,,
"Wexford County, Michigan",Total,05000US26165,32830,25120,55,32705,42,25005,68,26165,15298,0.61179764,,
"Salem city, Virginia",Total,05000US51775,25290,20365,98,24865,220,19975,180,51775,12225,0.612015019,,
"Franklin County, Illinois",Total,05000US17055,39505,30735,36,39320,83,30570,87,17055,18711,0.612070658,,
"St. Mary's County, Maryland",Total,05000US24037,110675,83090,66,108895,368,81420,356,24037,49842,0.612159175,,
"Lancaster County, South Carolina",Total,05000US45057,83705,65115,133,81890,484,63600,385,45057,38938,0.612232704,,
"Pickens County, Alabama",Total,05000US01107,20040,15845,,19760,110,15585,99,01107,9542,0.612255374,,
"Tuscola County, Michigan",Total,05000US26157,54015,42395,,53730,110,42130,112,26157,25796,0.612295277,,
"Clay County, Illinois",Total,05000US17025,13465,10445,68,13390,61,10370,81,17025,6350,0.612343298,,
"Clark County, Missouri",Total,05000US29045,6860,5265,,6840,34,5250,20,29045,3215,0.612380952,,
"Webster County, Iowa",Total,05000US19187,37050,29080,97,36280,242,28460,215,19187,17430,0.61243851,,
"Porter County, Indiana",Total,05000US18127,167015,128685,,164245,461,126020,441,18127,77190,0.612521822,,
"Williamson County, Illinois",Total,05000US17199,67335,52610,53,66675,231,51985,217,17199,31852,0.612715206,,
"Gladwin County, Michigan",Total,05000US26051,25365,20405,30,25305,29,20355,30,26051,12472,0.612724146,,
"Jefferson Davis Parish, Louisiana",Total,05000US22053,31400,23380,94,31290,84,23300,121,22053,14277,0.612746781,,
"Marshall County, Kansas",Total,05000US20117,9965,7650,32,9930,28,7625,37,20117,4673,0.612852459,,
"Union County, Iowa",Total,05000US19175,12540,9630,41,12420,84,9515,82,19175,5832,0.612926957,,
"Lehigh County, Pennsylvania",Total,05000US42077,358790,276735,,343115,1160,262635,1047,42077,160993,0.612991414,,
"San Benito County, California",Total,05000US06069,58050,42345,57,51190,662,35765,623,06069,21924,0.613001538,,
"Dorchester County, Maryland",Total,05000US24019,32450,25570,41,31650,188,24835,174,24019,15225,0.613046104,,
"Harrison County, Indiana",Total,05000US18061,39370,30405,84,39140,134,30255,118,18061,18558,0.613386217,,
"Davidson County, North Carolina",Total,05000US37057,164060,126730,,158970,489,122030,443,37057,74856,0.613422929,,
"Camden County, New Jersey",Total,05000US34007,511145,392065,64,486000,1822,369325,1491,34007,226592,0.613530089,,
"Crawford County, Michigan",Total,05000US26039,13840,11265,35,13730,44,11155,51,26039,6844,0.613536531,,
"Ohio County, Indiana",Total,05000US18115,6005,4775,43,5990,20,4760,38,18115,2921,0.613655462,,
"Autauga County, Alabama",Total,05000US01001,55050,41195,34,54510,263,40690,236,01001,24973,0.613738019,,
"Pitt County, North Carolina",Total,05000US37147,175150,136540,,169325,810,131200,752,37147,80527,0.613772866,,
"Dallas County, Alabama",Total,05000US01047,41425,30990,76,41010,115,30615,143,01047,18792,0.613816756,,
"Barnes County, North Dakota",Total,05000US38003,11035,8775,,10965,42,8705,42,38003,5344,0.613900057,,
"Taylor County, Wisconsin",Total,05000US55119,20520,15620,38,20305,42,15445,47,55119,9484,0.614049854,,
"Clay County, Kansas",Total,05000US20027,8345,6290,91,8270,39,6220,98,20027,3820,0.61414791,,
"Whitley County, Indiana",Total,05000US18183,33355,25560,58,33220,56,25435,77,18183,15623,0.614232357,,
"Stutsman County, North Dakota",Total,05000US38093,21110,16835,59,20805,98,16530,92,38093,10155,0.614337568,,
"Sandusky County, Ohio",Total,05000US39143,59870,45990,46,59465,207,45635,199,39143,28044,0.614528323,,
"Richmond city, Virginia",Total,05000US51760,216775,177290,,207385,583,168395,536,51760,103484,0.61453131,,
"Essex County, Virginia",Total,05000US51057,11130,8870,55,11065,60,8800,86,51057,5408,0.614545455,,
"Washington County, Ohio",Total,05000US39167,61155,48990,55,60695,131,48555,124,39167,29840,0.614560807,,
"Washington County, Pennsylvania",Total,05000US42125,208270,166875,,206255,318,165075,263,42125,101450,0.614569135,,
"Cullman County, Alabama",Total,05000US01043,81315,63035,111,79790,258,61625,251,01043,37873,0.614572008,,
"Pulaski County, Illinois",Total,05000US17153,5790,4490,28,5745,28,4450,32,17153,2735,0.614606742,,
"Wabash County, Illinois",Total,05000US17185,11585,9055,28,11370,111,8890,82,17185,5464,0.614623172,,
"Gaston County, North Carolina",Total,05000US37071,211755,162700,,205025,609,156870,498,37071,96431,0.614719194,,
"Warren County, New Jersey",Total,05000US34041,107095,84200,29,102645,473,80095,384,34041,49236,0.61472002,,
"Cook County, Illinois",Total,05000US17031,5227575,4041175,,4659955,6774,3511325,6045,17031,2158615,0.614757962,,
"Wibaux County, Montana",Total,05000US30109,1145,890,74,1135,99,880,76,30109,541,0.614772727,,
"Lander County, Nevada",Total,05000US32015,5905,4220,213,5615,119,3925,228,32015,2413,0.61477707,,
"Halifax County, North Carolina",Total,05000US37083,52850,41310,,52325,208,40930,170,37083,25167,0.614879062,,
"Halifax County, Virginia",Total,05000US51083,35305,27910,,35020,95,27635,99,51083,17001,0.615198118,,
"Williamsburg city, Virginia",Total,05000US51830,14990,13340,96,14005,220,12395,228,51830,7626,0.615248084,,
"York County, Pennsylvania",Total,05000US42133,440605,341570,,433190,766,334780,676,42133,205986,0.615287652,,
"Washington County, Idaho",Total,05000US16087,10035,7645,38,9610,141,7240,133,16087,4455,0.615331492,,
"Bonneville County, Idaho",Total,05000US16019,108990,74915,,105550,374,71840,354,16019,44221,0.615548441,,
"Vance County, North Carolina",Total,05000US37181,44510,33775,80,43145,250,32450,232,37181,19977,0.615624037,,
"Macoupin County, Illinois",Total,05000US17117,46480,36410,,46380,46,36315,41,17117,22360,0.61572353,,
"Ontario County, New York",Total,05000US36069,109450,86500,,107555,337,84865,284,36069,52258,0.615778,,
"Travis County, Texas",Total,05000US48453,1148175,883750,,1013820,3589,760985,3208,48453,468720,0.615938553,,
"Santa Clara County, California",Total,05000US06085,1885055,1449840,,1547980,5456,1142325,4794,06085,703709,0.616032215,,
"Somervell County, Texas",Total,05000US48425,8675,6620,,8375,130,6325,130,48425,3897,0.616126482,,
"Monroe County, Kentucky",Total,05000US21171,10690,8270,,10510,41,8100,35,21171,4991,0.61617284,,
"Granville County, North Carolina",Total,05000US37077,58340,45835,69,56720,267,44390,226,37077,27353,0.616197342,,
"Williamson County, Texas",Total,05000US48491,490620,357730,,459595,1827,329555,1572,48491,203081,0.616227944,,
"Evangeline Parish, Louisiana",Total,05000US22039,33765,25045,167,32865,299,24150,182,22039,14882,0.616231884,,
"Pottawattamie County, Iowa",Total,05000US19155,93200,71125,94,91180,356,69240,267,19155,42680,0.616406701,,
"Lincoln County, Kansas",Total,05000US20105,3135,2405,23,3105,16,2375,20,20105,1464,0.616421053,,
"Shawano County, Wisconsin",Total,05000US55115,41385,32340,,41045,88,32040,86,55115,19751,0.61644819,,
"Early County, Georgia",Total,05000US13099,10480,7860,37,10380,68,7760,77,13099,4785,0.616623711,,
"Monroe County, New York",Total,05000US36055,749235,588260,47,721265,1653,563895,1243,36055,347790,0.616763759,,
"Ingham County, Michigan",Total,05000US26065,284560,226920,54,268270,931,212595,692,26065,131138,0.616844234,,
"Lancaster County, Nebraska",Total,05000US31109,301705,232095,,288940,823,220835,700,31109,136223,0.616854212,,
"Fulton County, Georgia",Total,05000US13121,996755,768160,,920975,2990,699145,2691,13121,431391,0.617026511,,
"Sumter County, Alabama",Total,05000US01119,13285,10640,,13035,119,10390,120,01119,6411,0.617035611,,
"Clark County, South Dakota",Total,05000US46025,3640,2775,75,3550,82,2685,39,46025,1657,0.617132216,,
"Cape Girardeau County, Missouri",Total,05000US29031,78090,61340,104,76655,191,60010,160,29031,37038,0.617197134,,
"Green County, Kentucky",Total,05000US21087,11125,8730,,11035,72,8640,73,21087,5333,0.61724537,,
"Rockdale County, Georgia",Total,05000US13247,87570,64945,120,83690,505,61345,457,13247,37869,0.617311924,,
"Caldwell Parish, Louisiana",Total,05000US22021,9995,7680,31,9840,92,7600,59,22021,4692,0.617368421,,
"Arenac County, Michigan",Total,05000US26011,15325,12510,11,15285,18,12465,22,26011,7696,0.617408744,,
"Catahoula Parish, Louisiana",Total,05000US22025,10145,7910,37,10100,28,7865,41,22025,4856,0.617418945,,
"Pike County, Indiana",Total,05000US18125,12555,9705,102,12530,38,9680,86,18125,5977,0.617458678,,
"Stokes County, North Carolina",Total,05000US37169,46455,37095,87,45875,187,36515,192,37169,22550,0.61755443,,
"Newton County, Missouri",Total,05000US29145,58740,44515,31,57195,195,43075,193,29145,26606,0.61766686,,
"Polk County, Florida",Total,05000US12105,637690,492900,43,602230,1820,460215,1706,12105,284314,0.617785166,,
"Owen County, Kentucky",Total,05000US21187,10675,8095,103,10675,18,8095,103,21187,5001,0.617788758,,
"Iberia Parish, Louisiana",Total,05000US22045,73800,54190,35,71850,305,52525,224,22045,32454,0.617877201,,
"Harper County, Oklahoma",Total,05000US40059,3785,2805,,3240,120,2425,75,40059,1499,0.61814433,,
"Henry County, Iowa",Total,05000US19087,19940,15470,19,19630,111,15210,89,19087,9404,0.618277449,,
"Augusta County, Virginia",Total,05000US51015,74330,59445,40,73655,206,58780,212,51015,36343,0.618288534,,
"Lafayette County, Wisconsin",Total,05000US55065,16795,12625,25,16515,72,12390,66,55065,7662,0.618401937,,
"Manassas Park city, Virginia",Total,05000US51685,15825,11520,,12470,414,8460,375,51685,5232,0.618439716,,
"Knox County, Ohio",Total,05000US39083,60880,46760,88,60505,129,46385,185,39083,28687,0.618454242,,
"Hyde County, South Dakota",Total,05000US46069,1440,1120,87,1435,112,1115,88,46069,690,0.618834081,,
"Eureka County, Nevada",Total,05000US32011,1730,1380,152,1730,171,1380,152,32011,854,0.61884058,,
"Ste. Genevieve County, Missouri",Total,05000US29186,17935,13890,84,17550,198,13685,128,29186,8469,0.618852758,,
"Baker County, Florida",Total,05000US12003,27310,20615,80,27110,133,20415,148,12003,12634,0.618858682,,
"Putnam County, Missouri",Total,05000US29171,4875,3815,29,4855,22,3790,36,29171,2346,0.618997361,,
"Giles County, Virginia",Total,05000US51071,16870,13325,50,16800,80,13265,52,51071,8212,0.619072748,,
"Hughes County, South Dakota",Total,05000US46065,17520,13360,,17365,86,13205,87,46065,8175,0.61908368,,
"Hickory County, Missouri",Total,05000US29085,9265,7655,50,9240,28,7630,55,29085,4724,0.619134993,,
"Richland Parish, Louisiana",Total,05000US22083,20690,15515,,20675,15,15500,17,22083,9597,0.61916129,,
"Bladen County, North Carolina",Total,05000US37017,34455,26940,,33080,218,25675,149,37017,15897,0.61916261,,
"Beaver County, Pennsylvania",Total,05000US42007,169205,135775,,168385,193,134970,189,42007,83571,0.61918204,,
"Churchill County, Nevada",Total,05000US32001,24150,18530,63,23185,231,17665,236,32001,10938,0.61919049,,
"McKenzie County, North Dakota",Total,05000US38053,10720,7555,29,10705,11,7545,30,38053,4672,0.619218025,,
"Comanche County, Kansas",Total,05000US20033,1900,1455,111,1840,155,1400,111,20033,867,0.619285714,,
"Howard County, Missouri",Total,05000US29089,10150,7900,42,10110,28,7860,49,29089,4868,0.619338422,,
"Jefferson County, Alabama",Total,05000US01073,659095,506620,48,641810,1012,491015,879,01073,304191,0.619514679,,
"Paulding County, Georgia",Total,05000US13223,149830,107860,41,146465,643,104740,588,13223,64890,0.619534084,,
"Iberville Parish, Louisiana",Total,05000US22047,33160,26010,52,33030,84,25880,107,22047,16043,0.619899536,,
"Greenville County, South Carolina",Total,05000US45045,482190,368650,41,458640,1176,347080,994,45045,215165,0.619929123,,
"Franklin County, Kentucky",Total,05000US21073,49980,39470,14,48965,262,38480,257,21073,23865,0.620192308,,
"Miami County, Kansas",Total,05000US20121,32785,24345,39,32650,89,24220,84,20121,15022,0.620231214,,
"Graham County, North Carolina",Total,05000US37075,8650,6810,80,8560,73,6720,68,37075,4168,0.620238095,,
"Crawford County, Iowa",Total,05000US19047,17145,12700,,15380,385,11175,288,19047,6935,0.620581655,,
"Tripp County, South Dakota",Total,05000US46123,5475,4245,,5465,17,4235,14,46123,2630,0.621015348,,
"Cuming County, Nebraska",Total,05000US31039,9055,6840,15,8710,133,6560,86,31039,4074,0.621036585,,
"Ray County, Missouri",Total,05000US29177,22920,17515,24,22895,23,17500,29,29177,10869,0.621085714,,
"Knox County, Missouri",Total,05000US29103,3995,3025,24,3985,12,3010,22,29103,1870,0.621262458,,
"Hamilton County, Kansas",Total,05000US20075,2565,1800,81,2145,92,1410,101,20075,876,0.621276596,,
"McCracken County, Kentucky",Total,05000US21145,65290,50980,23,64655,185,50385,179,21145,31307,0.621355562,,
"Quitman County, Georgia",Total,05000US13239,2095,1690,126,2085,161,1680,127,13239,1044,0.621428571,,
"Hancock County, Illinois",Total,05000US17067,18635,14755,40,18555,48,14675,63,17067,9121,0.62153322,,
"Adams County, Illinois",Total,05000US17001,66950,51765,47,66525,139,51395,132,17001,31951,0.62167526,,
"Washakie County, Wyoming",Total,05000US56043,8350,6280,75,8185,121,6135,116,56043,3814,0.621678892,,
"Monroe County, Missouri",Total,05000US29137,8640,6705,17,8615,20,6685,23,29137,4156,0.621690352,,
"Howard County, Nebraska",Total,05000US31093,6365,4860,19,6315,32,4815,34,31093,2994,0.621806854,,
"Walthall County, Mississippi",Total,05000US28147,14810,11180,,14755,48,11125,45,28147,6919,0.621932584,,
"Richland County, Illinois",Total,05000US17159,16070,12415,46,15970,76,12355,58,17159,7684,0.621934439,,
"Dinwiddie County, Virginia",Total,05000US51053,28155,22270,49,27640,162,21820,164,51053,13575,0.622135655,,
"Northampton County, Pennsylvania",Total,05000US42095,300520,238525,43,291900,869,230620,744,42095,143519,0.622318099,,
"Pennington County, Minnesota",Total,05000US27113,14155,10880,55,14050,60,10790,69,27113,6715,0.622335496,,
"Washington County, Kentucky",Total,05000US21229,12015,9240,,11785,104,9055,68,21229,5636,0.622418553,,
"Johnson County, Indiana",Total,05000US18081,147565,110090,85,144075,668,106800,630,18081,66500,0.622659176,,
"Boundary County, Idaho",Total,05000US16021,11140,8455,9,10965,96,8290,87,16021,5163,0.622798552,,
"Spokane County, Washington",Total,05000US53063,485860,376745,,472680,989,364860,837,53063,227246,0.622830675,,
"Red Lake County, Minnesota",Total,05000US27125,4040,3050,,4015,14,3020,15,27125,1881,0.622847682,,
"McClain County, Oklahoma",Total,05000US40087,37220,27605,29,36640,123,27065,123,40087,16858,0.622870866,,
"Rowan County, North Carolina",Total,05000US37159,138695,107210,,134490,454,103330,393,37159,64369,0.622945901,,
"Chickasaw County, Mississippi",Total,05000US28017,17355,12990,,17020,91,12665,96,28017,7890,0.622976707,,
"Waushara County, Wisconsin",Total,05000US55137,24240,19670,24,23810,81,19255,79,55137,11999,0.623162815,,
"McLean County, Illinois",Total,05000US17113,173255,135090,,165460,751,128105,629,17113,79835,0.623199719,,
"Assumption Parish, Louisiana",Total,05000US22007,22975,17710,50,22745,83,17495,89,22007,10904,0.62326379,,
